ID	Nome_Da_Imagem	Score_Com_Virgula
28	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_19_12_2024/PD1/20_23/20_23_PD1_40X_2.tiff	7,5611
29	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_19_12_2024/PD1/20_23/20_23_PD1_40X_4.tiff	6,9592
30	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_40X_1.tiff	3,4523
31	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_10X_2.tiff	3,5498
32	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_40X_6.tiff	9,342
33	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_40X_5.tiff	1,5577
34	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_40X_4.tiff	9,4151
35	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_40X_3.tiff	11,148
36	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_10X_1.tiff	12,1132
37	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_01/20_01_ACE2_40X_2.tiff	41,6722
38	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_06/PE_20_06_ACE2_40X_1.tiff	1,5791
39	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_06/PE_20_06_ACE2_10X_2.tiff	0,0307
40	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_06/PE_20_06_ACE2_40X_3.tiff	1,236
41	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_06/PE_20_06_ACE2_10X_1.tiff	0,3746
42	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_06/PE_20_06_ACE2_40X_2.tiff	1,0262
43	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_06/PE_20_06_ACE2_40X_4.tiff	0,8029
44	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_39/PE_20_39_ACE2_10X_1.tiff	2,5835
45	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_3.tiff	0,9617
46	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_10X_1.tiff	0,4217
47	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_2.tiff	1,2894
48	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_5.tiff	1,5836
49	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_4.tiff	0,909
50	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_1_1.tiff	1,3612
51	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_6.tiff	1,5038
52	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_40X_1.tiff	0,8895
53	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_10X_3.tiff	0,1691
54	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_30/PE_20_30_ACE2_10X_2.tiff	0,3161
55	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_37/PE_20_37_ACE2_10X_1.tiff	0,1681
56	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_37/PE_20_37_ACE2_10X_2.tiff	0,2679
57	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_08/PE_20_08_ACE2_10X_1.tiff	2,3895
58	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_36/PE_20_36_ACE2_40X_5.tiff	4,8987
59	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_36/PE_20_36_ACE2_40X_4.tiff	8,786
60	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_36/PE_20_36_ACE2_10X_1.tiff	2,8975
61	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_36/PE_20_36_ACE2_40X_3.tiff	7,2421
62	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_36/PE_20_36_ACE2_40X_1.tiff	4,0781
63	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_7.tiff	3,3142
64	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_6.tiff	4,9821
65	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_1.tiff	5,2385
66	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_10X_2.tiff	1,3187
67	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_10X_1.tiff	0,6187
68	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_3.tiff	3,9278
69	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_2.tiff	1,8602
70	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_5.tiff	4,5818
71	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_09/PE_20_09_ACE2_40X_4.tiff	5,2759
72	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_40X_4.tiff	1,6732
73	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_40X_5.tiff	4,4345
74	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_40X_2.tiff	2,0074
75	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_40X_3.tiff	1,578
76	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_10X_1.tiff	1,1653
77	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_10X_2.tiff	2,0718
78	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_40X_1.tiff	2,1413
79	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_31/PE_20_31_ACE2_40X_6.tiff	2,514
80	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_07/PE_20_07_ACE2_40X_1.tiff	1,987
81	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_07/PE_20_07_ACE2_40X_6.tiff	1,0992
82	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_07/PE_20_07_ACE2_40X_5.tiff	2,4375
83	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_07/PE_20_07_ACE2_40X_2.tiff	3,1802
84	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_07/PE_20_07_ACE2_40X_3.tiff	1,5538
85	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_07/PE_20_07_ACE2_10X_1.tiff	0,4789
86	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_2.tiff	1,3697
87	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_3.tiff	1,0793
88	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_10X_1.tiff	0,1428
89	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_4.tiff	2,0399
90	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_3_1.tiff	1,4153
91	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_10X_1_1.tiff	0,5145
92	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_5.tiff	2,3251
93	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_6.tiff	2,6207
94	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_10X_2.tiff	0,458
95	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_10X_2_1.tiff	0,1524
96	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_1.tiff	1,5828
97	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_38/PE_20_38_ACE2_40X_2_1.tiff	2,3698
98	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/PE_20_11/PE_20_11_ACE2_40X_1.tiff	0,8672
99	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/PE_20_11/PE_20_11_ACE2_40X_2.tiff	1,3593
100	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/PE_20_11/PE_20_11_ACE2_10X_1.tiff	0,097
101	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/PE_20_05/PE_20_05_ACE2_10X_1.tiff	0,0497
102	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/PE_20_05/PE_20_05_ACE2_10X_2.tiff	0,068
103	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_40/PE_20_40_ACE2_10X_2.tiff	1,0565
104	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_40/PE_20_40_ACE2_40X_1.tiff	4,0634
105	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_40/PE_20_40_ACE2_40X_2.tiff	3,2015
106	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_40/PE_20_40_ACE2_40X_3.tiff	2,7897
107	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_40/PE_20_40_ACE2_10X_1.tiff	0,5216
108	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_47/PE_20_47_ACE2_10X_1.tiff	2,1067
109	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_9.tiff	5,9494
110	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_8.tiff	4,8494
111	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_4.tiff	5,4514
112	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_10X_1.tiff	1,6509
113	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_3.tiff	30,154
114	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_2.tiff	7,6896
115	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_10X_3.tiff	3,7468
116	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_1.tiff	2,6893
117	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_10X_2.tiff	0,8032
118	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_7.tiff	8,3815
119	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_49/20_49_PE_ACE2_40X_6.tiff	5,2183
120	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_40X_7.tiff	9,6025
121	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_40X_6.tiff	5,8758
122	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_40X_1.tiff	0,1134
123	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_10X_2.tiff	0,3699
124	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_46_ACE2_40X_1.tiff	1,2624
125	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_10X_1.tiff	4,5836
126	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_40X_2.tiff	0,1245
127	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_22/PE_20_22_ACE2_40X_8.tiff	10,7472
128	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_06/PE_20_06_ACE2_10X_1.tiff	3,1405
129	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_07/PE_20_07_ACE2_40X_1.tiff	1,987
130	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_07/PE_20_07_ACE2_40X_6.tiff	1,0992
131	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_07/PE_20_07_ACE2_40X_5.tiff	2,4375
132	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_07/PE_20_07_ACE2_40X_2.tiff	3,1802
133	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_07/PE_20_07_ACE2_40X_3.tiff	1,5538
134	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_07/PE_20_07_ACE2_10X_1.tiff	0,4789
135	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_40X_4.tiff	4,7308
136	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_40X_5.tiff	3,7857
137	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_40X_2.tiff	3,9795
138	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_10X_1.tiff	2,1383
139	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_40X_3.tiff	2,5939
140	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_40X_1.tiff	4,3471
141	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_03/PE_20_03_ACE2_40X_7.tiff	1,7874
142	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_04/PE_20_04_ACE2_40X_5.tiff	7,0672
143	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_04/PE_20_04_ACE2_40X_4.tiff	5,2059
144	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_04/PE_20_04_ACE2_40X_3.tiff	9,4191
145	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_04/PE_20_04_ACE2_10X_1.tiff	13,6038
146	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_04/PE_20_04_ACE2_40X_2.tiff	35,5164
147	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_24_11/20_04/PE_20_04_ACE2_40X_1.tiff	29,5524
148	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_40X_2.tiff	5,0334
149	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_10X_1.tiff	3,0721
150	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_40X_3.tiff	5,2494
151	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_40X_4.tiff	6,3626
152	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_40X_6.tiff	10,0045
153	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_40X_7.tiff	5,4449
154	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_10X_2.tiff	1,2829
155	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_13/PE_20_13_ACE2_40X_1.tiff	4,9014
156	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_14/PE_20_14_ACE2_10X_1.tiff	3,4705
157	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_14/PE_20_14_ACE2_40X_1.tiff	14,7498
158	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_48/20_48_ACE2_10X_2.tiff	9,2677
159	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_48/20_48_ACE2_40X_1.tiff	9,8553
160	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_48/20_48_ACE2_40X_2.tiff	13,1521
161	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_48/20_48_ACE2_10X_1.tiff	6,0244
162	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_48/20_48_ACE2_40X_3.tiff	11,0757
163	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_48/20_48_ACE2_40X_5.tiff	7,2522
164	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_40X_6.tiff	1,6715
165	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/20_46_ACE2_10X_2.tiff	7,5294
166	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_10X_2.tiff	3,2049
167	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_40X_2.tiff	0,6254
168	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/20_46_ACE2_40X_5.tiff	7,0553
169	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/20_46_ACE2_40X_4.tiff	5,0439
170	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_10X_1.tiff	0,2974
171	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_40X_8.tiff	8,7863
172	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/20_46_ACE2_40X_3.tiff	7,5752
173	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/20_46_ACE2_10X_1.tiff	6,288
174	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_40X_4.tiff	2,779
175	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_46/PE_20_46_ACE2_40X_9.tiff	6,6277
176	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_41/20_41_ACE2_40X_1.tiff	24,6257
177	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_41/20_41_ACE2_40X_4.tiff	21,1326
178	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_41/20_41_ACE2_40X_5.tiff	19,7648
179	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_41/20_41_ACE2_40X_2.tiff	28,66
180	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/20_41/20_41_ACE2_10X_1.tiff	27,1162
181	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_37/20_37_ACE2_40X_5.tiff	0,9131
182	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_37/20_37_ACE2_40X_4.tiff	3,0475
183	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_37/20_37_ACE2_40X_1.tiff	2,6421
184	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_38/20_38_ACE2_40X_5.tiff	3,9472
185	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_38/20_38_ACE2_10X_1.tiff	5,2619
186	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_38/20_38_ACE2_40X_3.tiff	5,3718
187	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_38/20_38_ACE2_40X_2.tiff	7,039
188	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_38/20_38_ACE2_40X_1.tiff	3,1482
189	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_38/20_38_ACE2_40X_7.tiff	7,9249
190	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_23/20_23_ACE2_40X_1.tiff	13,7212
191	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_23/20_23_ACE2_10X_1.tiff	3,6529
192	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_23/20_23_ACE2_40X_3.tiff	7,626
193	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_23/20_23_ACE2_40X_2.tiff	8,7518
194	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_23/20_23_ACE2_40X_5.tiff	10,4097
195	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_51/20_51_ACE2_40X_1.tiff	1,8002
196	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_51/20_51_ACE2_40X_2.tiff	1,0802
197	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_51/20_51_ACE2_40X_3.tiff	0,5274
198	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_51/20_51_ACE2_40X_5.tiff	1,4049
199	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_05/20_05_ACE2_40X_5.tiff	11,1773
200	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_05/20_05_ACE2_10X_1.tiff	3,5534
201	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_05/20_05_ACE2_40X_3.tiff	6,9789
202	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_ACE2/ACE2_REPEAT_20_03/20_05/20_05_ACE2_40X_2.tiff	7,0783
