antibody,filename,train_val_test
CD235a,CD235a_RBC/CD235a_RBC_092_126976_079872_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_105472_046080_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_053248_035840_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_070656_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_072704_050176_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_140288_068608_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_126976_063488_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_072704_039936_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_082944_022528_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_076800_077824_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_053248_050176_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_040960_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_023552_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_142336_072704_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_123904_082944_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_066560_032768_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_056320_067584_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_104448_080896_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_081920_086016_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_081920_074752_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_070656_062464_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_090112_040960_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_070656_074752_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_137216_050176_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_043008_075776_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_093184_033792_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_112640_032768_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_143360_051200_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_032768_069632_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_094208_060416_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_083968_049152_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_137216_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_103424_021504_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_098_050176_062464_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_137216_065536_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_143360_077824_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_054272_066560_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_098_044032_092160_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_070656_081920_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_040960_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_065536_035840_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_110592_038912_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_147456_084992_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_071680_025600_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_060416_088064_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_047104_035840_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_103424_050176_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_104448_033792_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_140288_034816_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_046080_030720_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_146432_073728_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_113664_051200_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_131072_056320_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_063488_063488_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_054272_079872_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_130048_062464_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_142336_041984_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_046080_026624_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_135168_074752_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_123904_074752_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_024576_083968_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_108544_025600_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_071680_067584_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_103424_034816_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_098_091136_081920_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_026624_080896_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_106496_046080_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_089088_023552_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_047104_086016_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_108544_079872_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_135168_080896_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_098304_048128_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_089088_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_059392_048128_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_118784_044032_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_102400_021504_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_074752_039936_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_038912_023552_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_125952_034816_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_070656_075776_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_094208_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_112640_075776_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_130048_032768_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_068608_062464_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_027648_073728_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_071680_090112_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_148480_083968_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_043008_036864_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_142336_026624_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_111616_037888_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_124928_068608_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_141312_024576_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_084992_087040_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_070656_035840_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_072704_022528_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_139264_081920_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_044032_086016_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_111616_050176_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_146432_035840_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_065536_035840_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_119808_053248_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_113664_090112_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_070656_039936_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_131072_052224_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_065536_032768_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_108544_068608_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_089088_038912_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_036864_021504_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_035840_049152_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_053248_058368_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_115712_045056_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_089088_091136_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_139264_054272_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_135168_054272_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_067584_031744_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_082944_080896_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_018432_055296_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_115712_068608_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_086016_040960_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_106496_049152_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_102400_034816_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_098_050176_020480_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_113664_087040_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_068608_033792_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_121856_032768_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_070656_065536_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_087040_073728_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_026624_030720_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_043008_043008_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_029696_034816_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_116736_022528_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_144384_082944_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_055296_021504_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_056320_075776_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_091136_047104_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_062464_050176_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_040960_061440_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_075776_067584_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_107520_077824_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_035840_091136_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_081920_080896_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_120832_074752_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_087040_092160_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_103424_028672_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_077824_074752_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_073728_089088_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_044032_043008_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_072704_020480_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_092160_079872_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_044032_090112_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_040960_094208_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_043008_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_060416_030720_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_130048_023552_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_107520_065536_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_067584_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_114688_036864_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_027648_077824_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_017408_080896_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_054272_048128_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_111616_048128_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_072704_087040_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_040960_089088_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_109568_025600_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_125952_071680_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_057344_043008_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_020480_069632_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_038912_040960_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_128000_063488_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_040960_032768_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_045056_036864_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_142336_034816_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_079872_052224_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_111616_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_121856_087040_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_111616_063488_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_146432_077824_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_068608_050176_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_112640_051200_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_122880_061440_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_111616_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_045056_036864_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_110592_057344_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_102400_038912_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_119808_063488_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_046080_035840_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_054272_039936_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_152576_090112_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_089088_022528_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_061440_022528_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_044032_047104_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_062464_047104_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_131072_079872_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_106496_024576_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_052224_049152_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_111616_052224_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_102400_019456_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_061440_072704_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_114688_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_021504_057344_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_139264_029696_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_070656_090112_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_043008_081920_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_098_106496_051200_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_081920_062464_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_142336_051200_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_134144_026624_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_132096_040960_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_121856_075776_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_046080_019456_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_075776_060416_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_049152_025600_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_061440_060416_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_078848_023552_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_109568_081920_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_079872_056320_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_113664_091136_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_037888_072704_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_096256_025600_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_061440_079872_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_134144_028672_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_057344_052224_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_047104_086016_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_125952_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_132096_070656_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_178_129024_051200_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_084992_089088_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_057344_046080_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_140288_057344_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_082944_072704_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_102400_032768_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_062464_076800_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_097280_094208_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_061440_040960_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_109568_088064_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_044032_046080_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_141312_054272_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_145408_052224_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_117760_031744_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_145408_081920_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_144384_081920_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_119808_034816_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_039936_084992_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_041984_090112_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_030720_024576_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_060416_024576_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_074752_064512_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_043008_064512_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_049152_050176_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_083968_051200_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_102400_036864_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_098304_064512_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_141312_078848_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_047104_034816_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_092160_024576_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_038912_083968_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_061440_022528_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_044032_047104_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_034816_065536_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_084992_035840_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_047104_058368_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_045056_088064_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_132096_048128_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_058368_059392_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_054272_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_048128_075776_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_105472_054272_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_086016_087040_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_137216_064512_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_033792_082944_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_098_045056_076800_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_126976_068608_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_111616_052224_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_044032_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_113664_071680_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_048128_035840_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_019456_024576_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_082944_087040_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_068608_089088_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_115712_022528_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_092_051200_056320_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_115712_046080_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_145408_027648_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_098304_021504_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_274_126976_071680_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_074752_062464_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_072704_081920_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_114_142336_049152_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_071680_043008_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_133120_036864_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_094208_048128_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_025600_015360_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_063488_022528_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_113664_037888_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_058368_080896_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_052224_048128_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_053248_088064_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_043008_049152_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_129024_052224_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_033_133120_068608_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_105472_087040_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_134144_019456_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_129024_023552_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_134144_086016_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_116736_062464_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_040_131072_053248_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_035840_081920_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_065536_041984_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_385_128000_078848_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_130048_030720_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_049152_036864_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_115712_087040_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_083968_037888_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_072704_045056_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_093184_043008_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_231_105472_035840_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_111616_069632_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_228_082944_064512_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_100352_061440_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_120832_062464_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_053248_034816_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_134144_091136_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_098304_030720_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_166_136192_047104_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_038912_050176_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_084992_077824_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_343_131072_091136_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_062464_025600_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_282_076800_072704_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_167_122880_035840_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_266_026624_074752_mask.png,train
CD235a,CD235a_RBC/CD235a_RBC_172_123904_043008_HE.png,train
CD235a,CD235a_RBC/CD235a_RBC_081_023552_033792_mask.png,train
