antibody,filename,train_val_test
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_059392_086016_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_068608_019456_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_082_078848_047104_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_072704_092160_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_096256_037888_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_125952_022528_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_388_074752_074752_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_083968_065536_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_104448_065536_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_082_029696_058368_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_071_017408_059392_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_069632_034816_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_039_146432_091136_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_100352_046080_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_046080_049152_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_133120_063488_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_070656_036864_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_047104_087040_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_172_060416_032768_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_071_019456_060416_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_125952_065536_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_101376_057344_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_123904_075776_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_082944_060416_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_124928_064512_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_133120_035840_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_125952_046080_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_034816_052224_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_033792_023552_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_082944_078848_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_035840_051200_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_086016_044032_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_122880_024576_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_113_134144_051200_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_388_137216_044032_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_111616_074752_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_113664_069632_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_044032_073728_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_038912_052224_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_167_039936_019456_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_255_086016_049152_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_076800_035840_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_098304_048128_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_094208_059392_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_138240_054272_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_131072_039936_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_124_034816_066560_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_106496_034816_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_094208_034816_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_155_060416_024576_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_058368_070656_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_113664_070656_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_124928_066560_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_167_040960_021504_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_103424_034816_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_044032_037888_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_096_066560_073728_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_048128_065536_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_119808_051200_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_172_070656_034816_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_094208_033792_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_083968_076800_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_025600_045056_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_123904_036864_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_091136_023552_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_071_015360_044032_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_106496_024576_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_135_105472_062464_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_095232_033792_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_123904_036864_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_117760_048128_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_048128_062464_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_047104_020480_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_058368_083968_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_098304_064512_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_088064_025600_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_047104_053248_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_098304_059392_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_140288_065536_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_132096_036864_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_096256_046080_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_102400_048128_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_025600_076800_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_045056_034816_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_131072_027648_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_155_062464_025600_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_037888_025600_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_129024_068608_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_108544_073728_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_155_049152_077824_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_058368_045056_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_255_131072_053248_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_114688_022528_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_184_155648_023552_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_135_037888_066560_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_124_104448_040960_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_081920_024576_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_123904_035840_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_032768_046080_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_096_056320_041984_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_070656_033792_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_104448_034816_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_124928_036864_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_081920_071680_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_038912_030720_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_155_047104_073728_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_068608_084992_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_040960_033792_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_124_102400_038912_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_115712_073728_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_123904_079872_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_167_062464_057344_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_111616_022528_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_068608_030720_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_172_043008_072704_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_138240_093184_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_167_064512_047104_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_071_018432_057344_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_103424_026624_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_124928_036864_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_388_137216_051200_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_126976_052224_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_080896_086016_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_091136_022528_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_053248_059392_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_125952_070656_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_167_034816_047104_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_059392_030720_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_117760_076800_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_103424_051200_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_084992_077824_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_129024_032768_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_124928_039936_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_147456_061440_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_114688_089088_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_155_076800_093184_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_124_032768_064512_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_113_117760_036864_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_096_056320_070656_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_029696_029696_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_135168_077824_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_136192_022528_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_027648_059392_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_048128_021504_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_184_040960_056320_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_117760_072704_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_030720_022528_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_034816_051200_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_043008_065536_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_041984_072704_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_068608_074752_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_068608_021504_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_072704_032768_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_100352_059392_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_060416_046080_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_125952_066560_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_133_124928_082944_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_130048_021504_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_388_061440_022528_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_121856_075776_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_130048_024576_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_068608_024576_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_133120_091136_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_046080_020480_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_106496_073728_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_068608_048128_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_107520_028672_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_028672_049152_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_155_144384_020480_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_096_052224_041984_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_133_141312_030720_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_133_112640_095232_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_153600_071680_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_080896_086016_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_038912_051200_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_098304_066560_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_110592_032768_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_072704_090112_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_180_049152_034816_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_275_115712_066560_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_098304_035840_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_133_027648_062464_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_050176_035840_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_107520_025600_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_043008_050176_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_082_075776_046080_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_205_086016_076800_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_084_149504_039936_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_120832_049152_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_216_070656_032768_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_071680_035840_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_135_039936_069632_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_096_037888_060416_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_167_052224_075776_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_096_040960_056320_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_089088_022528_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_071_033792_027648_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_082944_033792_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_172_055296_074752_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_083968_031744_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_041984_028672_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_113_135168_052224_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_120832_033792_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_106_140288_087040_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_143360_059392_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_184_151552_021504_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_068608_029696_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_060416_059392_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_184_041984_059392_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_172_043008_043008_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_120832_022528_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_222_117760_063488_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_102400_048128_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_217_038912_034816_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_168_155648_059392_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_193_039936_026624_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_105472_020480_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_050176_048128_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_266_091136_024576_HE.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_184_044032_020480_mask.png,train
CD3CD20,CD3CD20_Lymphocyte/CD3CD20_Lymphocyte_228_046080_032768_mask.png,train
