antibody,filename,train_val_test
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_103424_034816_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_159_102400_032768_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_097280_043008_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_114688_045056_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_040960_089088_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_159744_053248_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_078848_037888_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_093184_028672_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_172032_047104_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_081920_036864_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_046080_091136_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_184320_073728_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_269_028672_061440_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_132096_050176_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_088064_048128_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_063488_049152_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_101376_049152_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_184320_069632_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_094208_048128_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_070656_071680_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_103424_050176_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_053248_044032_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_105472_070656_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_056320_030720_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_072704_049152_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_160_182272_093184_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_049152_086016_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_121856_071680_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_101376_049152_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_160_141312_028672_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_062464_066560_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_343_195584_034816_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_139264_016384_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_193536_052224_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_115712_051200_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_044032_026624_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_147456_082944_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_186368_036864_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_066560_069632_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_222_115712_069632_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_131072_051200_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_334_050176_068608_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_168_144384_071680_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_017_084992_064512_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_121856_018432_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_070656_064512_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_100352_035840_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_136192_043008_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_113664_039936_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_024_116736_080896_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_132096_057344_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_103424_064512_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_158720_058368_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_269_022528_063488_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_066_080896_051200_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_072704_065536_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_045056_090112_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_097280_035840_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_188416_070656_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_128_149504_079872_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_130048_067584_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_045056_050176_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_196608_058368_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_068_106496_070656_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_128000_064512_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_116736_056320_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_138240_035840_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_099328_052224_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_090112_034816_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_095232_036864_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_119808_075776_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_158_039936_084992_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_116736_066560_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_072704_060416_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_172032_020480_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_148480_052224_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_160_169984_077824_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_135168_027648_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_147456_053248_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_184_077824_047104_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_049152_064512_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_138240_057344_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_088064_026624_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_078848_026624_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_057344_038912_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_138240_048128_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_184_030720_045056_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_073728_063488_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_112640_049152_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_159744_053248_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_017_079872_063488_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_110592_090112_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_154624_058368_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_136192_030720_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_168_143360_061440_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_343_097280_075776_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_069632_055296_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_105472_063488_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_120832_079872_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_136192_073728_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_017_065536_047104_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_091136_028672_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_334_150528_064512_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_073728_068608_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_171008_022528_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_184_030720_050176_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_072704_056320_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_175104_048128_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_068608_027648_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_343_197632_032768_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_059392_050176_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_060416_092160_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_017_112640_034816_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_158720_035840_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_159_105472_031744_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_075776_080896_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_186368_030720_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_133120_068608_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_192512_032768_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_048128_041984_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_222_144384_033792_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_342_158720_020480_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_203776_048128_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_143360_048128_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_115712_033792_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_037888_054272_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_118784_063488_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_179200_053248_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_121856_043008_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_096256_024576_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_088064_050176_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_119808_047104_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_071680_069632_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_096256_037888_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_074752_090112_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_086016_063488_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_171008_032768_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_128_087040_075776_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_118784_049152_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_122880_035840_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_150528_058368_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_067584_069632_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_184_064512_059392_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_098_176128_064512_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_096256_087040_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_194560_063488_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_107520_049152_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_138240_018432_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_269_100352_039936_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_107_071680_018432_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_086016_025600_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_343_101376_076800_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_203776_047104_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_102400_092160_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_110592_031744_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_087040_050176_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_080896_059392_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_160_173056_079872_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_102400_094208_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_342_156672_022528_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_169984_059392_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_114688_066560_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_092160_036864_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_037888_030720_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_043008_088064_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_190464_045056_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_175104_045056_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_120832_028672_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_116736_088064_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_068608_026624_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_074752_078848_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_076800_066560_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_098_146432_064512_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_088064_039936_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_063488_038912_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_334_148480_073728_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_024_089088_036864_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_061440_025600_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_068_105472_058368_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_107520_036864_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_222_155648_089088_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_098_181248_067584_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_269_098304_017408_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_106496_041984_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_108544_052224_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_133120_054272_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_126976_023552_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_135168_036864_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_138240_058368_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_230_071680_093184_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_112640_031744_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_269_046080_038912_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_269_099328_033792_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_043008_026624_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_129024_022528_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_049152_076800_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_084992_027648_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_345_070656_024576_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_160_116736_086016_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_166912_040960_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_093184_078848_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_343_125952_061440_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_184_043008_033792_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_017_079872_065536_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_098304_035840_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_049152_050176_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_071680_065536_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_017_082944_032768_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_128000_029696_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_115712_074752_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_087040_060416_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_081920_048128_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_195584_037888_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_119808_045056_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_104448_032768_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_125952_086016_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_107520_038912_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_130048_066560_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_093184_065536_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_130048_063488_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_117760_046080_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_158_035840_084992_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_091136_036864_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_137216_066560_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_089088_027648_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_334_149504_074752_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_158720_071680_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_061440_076800_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_222_158720_060416_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_103424_039936_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_067584_078848_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_159_107520_030720_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_342_155648_018432_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_091136_025600_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_073728_092160_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_282_171008_035840_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_038912_086016_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_145408_080896_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_071680_024576_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_103424_093184_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_128000_049152_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_163840_069632_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_333_047104_060416_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_092160_077824_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_048128_092160_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_102400_073728_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_158_065536_029696_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_270_064512_076800_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_062464_038912_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_134144_079872_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_093184_052224_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_160_117760_088064_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_156672_032768_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_228_090112_055296_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_168_146432_066560_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_268_064512_024576_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_159_104448_030720_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_066_081920_050176_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_037888_034816_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_112640_041984_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_334_048128_071680_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_257_105472_048128_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_088064_047104_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_046080_022528_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_283_126976_053248_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_159744_061440_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_231_111616_040960_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_092160_079872_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_334_048128_059392_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_116736_031744_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_070656_052224_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_129024_053248_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_388_088064_048128_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_200704_044032_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_343_192512_023552_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_259_131072_022528_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_072704_060416_HE.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_155648_088064_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_272_140288_023552_mask.png,train
MIST1,MIST1_PlasmaCell/MIST1_PlasmaCell_037_073728_082944_HE.png,train
